value,variants
frdtsc,dswvwn
whwibe,dhcjw
suzlkld,qwcobyy
oceapofyr,xpvwtgvvb
yrhoujag,aqbrwwtdg
dtncoi,uxcgxd
dyakpzgf,kdrwk
goqldjoux,adgmjti
ebarcqirf,jwdeujqctb
sfwhbg,vmhaawrm
ihsya,hjtkujxyym
orissxamiw,wavnlgysx
cnvabktydy,uefld
fgfxozsk,vccahmrz
yomzkkdrg,ddmuyhlwh
grllnxm,lwmkz
jbfbln,rlnmlvnos
ttlzo,rgpdjc
ksaqq,oqmmkacm
diqxfy,bzsez
vqvmywfau,fnpnbs
gjtvqgpwri,odmms
pyqodlviwu,hvbwn
flfblvlnjd,uwoeclzrpo
lbanot,uwewehu
svhokgpunc,vtmylhfmay
snagboix,ezelelzn
pqwupvphbv,tushiwyybj
ezcrfbvgx,ltwzeq
ivmkokm,dugqexvfoa
cgnljadb,kmlxiv
gstvz,vysvjow
fqknq,pdgmpouxl
xlrcti,wagntz
mnafpqp,gwnuq
xiqghbmks,ntwcvrbwdt
arhvokaqzm,gxqzgpgm
hclslvy,ugbek
ecmcsc,pnxrig
twqebaa,eazeznc
etvtneypw,qohzcsnrxy
rfqdjtxrwj,hlgezdbeh
lhkxluvjmw,aoixkl
jottz,amorxi
imgsu,qztsek
rrqbe,omucm
zfprnrg,vfwbbi
mqkeud,xfixig
mxgzvefr,lsbbg
bemskch,udotujgeun
hqvkjcllpf,kqlvbhhk
ottozkifjq,hinec
bzxkrdg,efcju
xvgjpmhgut,dtvalw
vsbnw,xiueczto
bgkvayxaoc,rhybuo
ijzeacemy,kpnpflzfvj
uybtpubzny,wuqhvjavw
dqfpqod,hfrjyj
mdzwkijg,hqsyaq
jmighf,alrkfd
rqyyhp,oircd
dznnyqp,ivknye
ozflrg,npvywibv
cunuk,qkvex
akbjjozkmg,fjnbli
alrylyqh,arrvhvhr
rgoutifi,dxkhs
eitdo,uxkkwmdyk
ioevkevp,hbythog
skbjmz,syqrqi
rqnibosxsk,gcukcdcchq
igvwhkcpsj,jhagryl
fqemp,oapcbaxu
fmhxpe,pniry
lulktgyy,vavknguym
hkzcnrc,cbiecje
xecpm,axbxdsj
qhodyi,jbydcvhag
